Frame,Time,FaceDetected,LeftIrisX,LeftIrisY,RightIrisX,RightIrisY,EAR,Blink,TotalBlinks,Yaw,Pitch,Roll,HorizontalGaze,VerticalGaze,OnScreen,HorizontalRatio,VerticalRatio,AttentionState
188,11.278,True,667,339,817,344,0.2422,False,4,-3.953401120691641,-12.423297208065584,-176.8228786655807,Center,Up,False,0.459,0.477,Looking Up
189,11.338,True,668,336,816,341,0.2381,False,4,-4.09649776128487,-12.10258607018925,-176.80059420388594,Center,Up,False,0.457,0.438,Looking Up
190,11.398,True,669,334,818,338,0.2343,False,4,-3.9194350363145807,-11.079018389407292,-177.0323296920586,Center,Center,True,0.459,0.45,Focused
191,11.458,True,669,336,818,341,0.2283,False,4,-3.8216670992179034,-11.518081375437678,-176.95894256375504,Center,Center,True,0.457,0.423,Focused
192,11.518,True,670,337,818,342,0.2356,False,4,-3.723584473703708,-12.235076520404707,-176.86480758596116,Center,Up,False,0.459,0.476,Looking Up
193,11.578,True,671,335,820,339,0.2375,False,4,-4.062696014164712,-11.679593398570622,-177.03305278480215,Center,Center,True,0.46,0.481,Focused
194,11.638,True,671,334,820,339,0.2325,False,4,-3.8914433037500356,-11.202638130368081,-177.22150188799753,Center,Center,True,0.46,0.498,Focused
195,11.698,True,671,336,820,341,0.2236,False,4,-3.7947113301418067,-12.919346485564283,-177.23217991649327,Center,Up,False,0.47,0.487,Looking Up
196,11.758,True,671,337,820,342,0.227,False,4,5.086620293267679,14.384676607043023,3.004839953574085,Center,Down,False,0.467,0.482,Looking Down
197,11.818,True,670,336,820,341,0.2208,False,4,-3.801525962205065,-10.047756902371782,-176.91797472433024,Center,Center,True,0.453,0.458,Focused
198,11.878,True,670,337,818,341,0.2294,False,4,-3.7856208120677475,-11.203144107127164,-177.09568833174046,Center,Center,True,0.461,0.465,Focused
199,11.938,True,669,338,819,343,0.2389,False,4,-3.7604931900879492,-12.613377931635497,-176.76448296304235,Center,Up,False,0.469,0.509,Looking Up
200,11.998,True,668,338,817,344,0.2459,False,4,-3.907867932525726,-14.402304311865173,-176.50465414590482,Center,Up,False,0.468,0.539,Looking Up
201,12.058,True,668,337,816,344,0.248,False,4,-3.543297235800729,-12.969179656895035,-176.5192048825779,Center,Up,False,0.466,0.538,Looking Up
202,12.118,True,666,338,814,343,0.2427,False,4,-3.7505557627571715,-12.094105125867396,-176.4018762997104,Center,Up,False,0.468,0.529,Looking Up
203,12.178,True,664,338,812,344,0.239,False,4,-3.8767436900923165,-11.298665526242273,-176.4457199897304,Center,Center,True,0.466,0.5,Focused
204,12.238,True,664,338,812,343,0.2383,False,4,-3.9830024789906036,-10.75776920934039,-176.63288402376492,Center,Center,True,0.463,0.529,Focused
205,12.298,True,663,336,813,341,0.2329,False,4,-3.4858905120488073,-10.005644673931469,-176.9476268819947,Center,Center,True,0.474,0.523,Focused
206,12.358,True,664,336,814,341,0.2428,False,4,-3.415716866372169,-12.405400723514557,-176.9180663823776,Center,Up,False,0.471,0.527,Looking Up
207,12.418,True,663,338,814,344,0.2312,False,4,-3.5052292571173753,-13.036482880855834,-176.5680299758969,Center,Up,False,0.472,0.514,Looking Up
208,12.478,True,664,341,813,346,0.2471,False,4,-3.6199231205824938,-12.807026696359548,-176.56281046376242,Center,Up,False,0.472,0.525,Looking Up
209,12.538,True,663,339,814,345,0.2447,False,4,-3.4342411874780487,-11.899352510937621,-176.38476072329306,Center,Center,True,0.479,0.537,Focused
210,12.598,True,662,341,814,347,0.2479,False,4,-3.712650119030611,-8.807729391225752,-176.65182537918054,Center,Center,True,0.464,0.526,Focused
211,12.658,True,661,343,812,348,0.2497,False,4,-4.158035051535709,-10.174768446859781,-176.2397442260258,Center,Center,True,0.468,0.506,Focused
212,12.718,True,659,343,811,347,0.2457,False,4,-4.168777924708597,-10.393582792134547,-176.59120079465316,Center,Center,True,0.467,0.544,Focused
213,12.778,True,659,342,810,346,0.2476,False,4,-4.350509586062636,-11.342582136662982,-176.4996293317708,Center,Center,True,0.477,0.567,Focused
214,12.838,True,657,342,810,346,0.2582,False,4,-3.728683974428264,-12.080750088349802,-176.94421349227355,Center,Up,False,0.476,0.564,Looking Up
215,12.898,True,657,342,809,346,0.2451,False,4,-3.932219246428546,-12.633896089107001,-176.89499457114476,Center,Up,False,0.471,0.538,Looking Up
216,12.958,True,657,341,808,345,0.2504,False,4,-3.411033623044609,-13.810197079579025,-176.9312391325141,Center,Up,False,0.474,0.545,Looking Up
217,13.018,True,656,341,808,345,0.2424,False,4,-3.642004588707777,-13.08923512501857,-176.89811649844935,Center,Up,False,0.465,0.516,Looking Up
218,13.078,True,656,341,807,345,0.2534,False,4,-4.0382574842336805,-11.966884533498858,-176.9605481397852,Center,Center,True,0.474,0.521,Focused
219,13.138,True,656,341,807,345,0.2428,False,4,-3.6967059017385253,-12.087177890305172,-177.1135552503821,Center,Up,False,0.472,0.497,Looking Up
220,13.198,True,656,341,808,346,0.2451,False,4,-3.0892811419839448,-13.485674359903497,-177.44854274772436,Center,Up,False,0.468,0.525,Looking Up
221,13.258,True,656,341,806,345,0.2458,False,4,-3.274692344380744,-15.014548302964643,-177.45733227316643,Center,Up,False,0.46,0.502,Looking Up
222,13.318,True,656,341,807,345,0.244,False,4,-3.5058622830945723,-16.645344768826458,-177.17539909840153,Center,Up,False,0.465,0.474,Looking Up
223,13.378,True,656,341,807,344,0.2338,False,4,-3.566350976702164,-15.90776344039016,-177.29824868905544,Center,Up,False,0.463,0.474,Looking Up
224,13.438,True,655,341,807,344,0.245,False,4,-3.6677959773046664,-16.364879772247885,-177.19159893025218,Center,Up,False,0.466,0.49,Looking Up
225,13.498,True,655,341,806,344,0.2381,False,4,-3.699866212610536,-16.77379980566185,-177.57717597468684,Center,Up,False,0.46,0.47,Looking Up
226,13.558,True,654,341,805,344,0.24,False,4,-3.4738776241595724,-16.078335793596334,-177.64001953021568,Center,Up,False,0.461,0.477,Looking Up
227,13.618,True,654,341,806,344,0.2363,False,4,-3.6798955969638234,-16.883612954527642,-177.44162478502463,Center,Up,False,0.463,0.458,Looking Up
228,13.678,True,654,341,806,344,0.2442,False,4,-3.61741367744789,-14.227179480686313,-177.81358599816565,Center,Up,False,0.461,0.465,Looking Up
229,13.738,True,655,341,806,344,0.2388,False,4,-3.7477786449534207,-16.06905030525107,-177.53229626869742,Center,Up,False,0.467,0.475,Looking Up
230,13.798,True,655,341,805,344,0.2387,False,4,-3.6379873662195554,-15.705645060207663,-177.59674945204785,Center,Up,False,0.459,0.444,Looking Up
231,13.858,True,655,341,805,344,0.2341,False,4,-3.6619498668957715,-16.031429680431565,-177.68387060234537,Center,Up,False,0.456,0.469,Looking Up
232,13.918,True,654,340,806,344,0.2393,False,4,-3.5939950132029717,-16.019744674274488,-177.56049775557304,Center,Up,False,0.462,0.476,Looking Up
233,13.978,True,655,341,806,344,0.2404,False,4,-3.885969085748042,-13.989559197510294,-177.45611706662933,Center,Up,False,0.468,0.468,Looking Up
234,14.038,True,655,342,805,345,0.242,False,4,-3.7915915496357733,-15.112580387878799,-177.53309862605798,Center,Up,False,0.463,0.474,Looking Up
235,14.098,True,654,341,804,344,0.2393,False,4,-3.507628160652399,-15.752175907524922,-177.6160339720476,Center,Up,False,0.461,0.468,Looking Up
